medicion_id,activo_id,tipo_medicion_id,fecha_hora,valor
114,6,1,2025-06-01 08:00:00,4343.4
115,6,1,2025-07-01 08:00:00,4587.0
116,6,1,2025-08-01 08:00:00,4823.3
117,6,1,2025-09-01 08:00:00,5045.0
118,6,1,2025-10-01 08:00:00,5352.6
119,6,1,2025-11-01 08:00:00,5602.0
120,6,1,2025-12-01 08:00:00,5828.6
121,7,1,2024-01-01 08:00:00,0.0
122,7,1,2024-02-01 08:00:00,252.0
123,7,1,2024-03-01 08:00:00,449.7
124,7,1,2024-04-01 08:00:00,746.0
125,7,1,2024-05-01 08:00:00,1037.4
126,7,1,2024-06-01 08:00:00,1332.2
127,7,1,2024-07-01 08:00:00,1580.0
128,7,1,2024-08-01 08:00:00,1813.3
129,7,1,2024-09-01 08:00:00,2021.1
130,7,1,2024-10-01 08:00:00,2247.4
131,7,1,2024-11-01 08:00:00,2509.7
132,7,1,2024-12-01 08:00:00,2718.3
133,7,1,2025-01-01 08:00:00,2962.6
134,7,1,2025-02-01 08:00:00,3220.2
135,7,1,2025-03-01 08:00:00,3470.1
136,7,1,2025-04-01 08:00:00,3669.3
137,7,1,2025-05-01 08:00:00,3953.0
138,7,1,2025-06-01 08:00:00,4196.3
139,7,1,2025-07-01 08:00:00,4446.6
140,7,1,2025-08-01 08:00:00,4748.6
141,7,1,2025-09-01 08:00:00,4957.1
142,7,1,2025-10-01 08:00:00,5242.8
143,7,1,2025-11-01 08:00:00,5528.3
144,7,1,2025-12-01 08:00:00,5826.8
145,8,1,2024-01-01 08:00:00,0.0
146,8,1,2024-02-01 08:00:00,285.3
147,8,1,2024-03-01 08:00:00,684.7
148,8,1,2024-04-01 08:00:00,992.3
149,8,1,2024-05-01 08:00:00,1319.7
150,8,1,2024-06-01 08:00:00,1782.0
151,8,1,2024-07-01 08:00:00,2133.4
152,8,1,2024-08-01 08:00:00,2458.2
153,8,1,2024-09-01 08:00:00,2877.9
154,8,1,2024-10-01 08:00:00,3199.3
155,8,1,2024-11-01 08:00:00,3578.6
156,8,1,2024-12-01 08:00:00,3880.0
157,8,1,2025-01-01 08:00:00,4246.5
158,8,1,2025-02-01 08:00:00,4549.0
159,8,1,2025-03-01 08:00:00,4931.4
160,8,1,2025-04-01 08:00:00,5280.5
161,8,1,2025-05-01 08:00:00,5610.2
162,8,1,2025-06-01 08:00:00,6073.7
163,8,1,2025-07-01 08:00:00,6493.3
164,8,1,2025-08-01 08:00:00,6876.7
165,8,1,2025-09-01 08:00:00,7331.1
166,8,1,2025-10-01 08:00:00,7642.0
167,8,1,2025-11-01 08:00:00,8029.0
168,8,1,2025-12-01 08:00:00,8466.1
169,10,1,2024-01-01 08:00:00,0.0
170,10,1,2024-02-01 08:00:00,505.0
171,10,1,2024-03-01 08:00:00,843.1
172,10,1,2024-04-01 08:00:00,1207.4
173,10,1,2024-05-01 08:00:00,1679.5
174,10,1,2024-06-01 08:00:00,2026.1
175,10,1,2024-07-01 08:00:00,2357.7
176,10,1,2024-08-01 08:00:00,2770.4
177,10,1,2024-09-01 08:00:00,3187.1
178,10,1,2024-10-01 08:00:00,3605.2
179,10,1,2024-11-01 08:00:00,4095.1
180,10,1,2024-12-01 08:00:00,4533.6
181,10,1,2025-01-01 08:00:00,5017.7
182,10,1,2025-02-01 08:00:00,5360.2
183,10,1,2025-03-01 08:00:00,5720.8
184,10,1,2025-04-01 08:00:00,6258.8
185,10,1,2025-05-01 08:00:00,6668.2
186,10,1,2025-06-01 08:00:00,7047.5
187,10,1,2025-07-01 08:00:00,7573.5
188,10,1,2025-08-01 08:00:00,7993.0
189,10,1,2025-09-01 08:00:00,8427.0
190,10,1,2025-10-01 08:00:00,8794.4
191,10,1,2025-11-01 08:00:00,9266.2
192,10,1,2025-12-01 08:00:00,9630.1
193,11,1,2024-01-01 08:00:00,0.0
194,11,1,2024-02-01 08:00:00,486.9
195,11,1,2024-03-01 08:00:00,826.4
196,11,1,2024-04-01 08:00:00,1187.0
197,11,1,2024-05-01 08:00:00,1698.7
198,11,1,2024-06-01 08:00:00,2241.2
199,11,1,2024-07-01 08:00:00,2602.1
200,11,1,2024-08-01 08:00:00,3027.9
201,11,1,2024-09-01 08:00:00,3515.1
202,11,1,2024-10-01 08:00:00,4025.4
203,11,1,2024-11-01 08:00:00,4568.8
204,11,1,2024-12-01 08:00:00,5049.8
205,11,1,2025-01-01 08:00:00,5425.4
206,11,1,2025-02-01 08:00:00,5937.8
207,11,1,2025-03-01 08:00:00,6418.7
208,11,1,2025-04-01 08:00:00,6839.2
209,11,1,2025-05-01 08:00:00,7276.6
210,11,1,2025-06-01 08:00:00,7656.3
211,11,1,2025-07-01 08:00:00,8053.2
212,11,1,2025-08-01 08:00:00,8588.0
213,11,1,2025-09-01 08:00:00,8950.6
214,11,1,2025-10-01 08:00:00,9445.3
215,11,1,2025-11-01 08:00:00,9809.8
216,11,1,2025-12-01 08:00:00,10204.2
217,12,1,2024-01-01 08:00:00,0.0
218,12,1,2024-02-01 08:00:00,481.0
219,12,1,2024-03-01 08:00:00,858.5
220,12,1,2024-04-01 08:00:00,1355.2
221,12,1,2024-05-01 08:00:00,1883.3
222,12,1,2024-06-01 08:00:00,2308.4
223,12,1,2024-07-01 08:00:00,2639.2
224,12,1,2024-08-01 08:00:00,3157.6
225,12,1,2024-09-01 08:00:00,3552.2
226,12,1,2024-10-01 08:00:00,3907.8
227,12,1,2024-11-01 08:00:00,4432.7
228,12,1,2024-12-01 08:00:00,4805.8
229,12,1,2025-01-01 08:00:00,5271.6
230,12,1,2025-02-01 08:00:00,5661.8
231,12,1,2025-03-01 08:00:00,6103.4
232,12,1,2025-04-01 08:00:00,6578.6
233,12,1,2025-05-01 08:00:00,7009.4
234,12,1,2025-06-01 08:00:00,7464.5
235,12,1,2025-07-01 08:00:00,7836.4
236,12,1,2025-08-01 08:00:00,8176.5
237,12,1,2025-09-01 08:00:00,8684.5
238,12,1,2025-10-01 08:00:00,9194.6
239,12,1,2025-11-01 08:00:00,9697.7
240,12,1,2025-12-01 08:00:00,10170.0
241,13,1,2024-01-01 08:00:00,0.0
242,13,1,2024-02-01 08:00:00,440.1
243,13,1,2024-03-01 08:00:00,730.0
244,13,1,2024-04-01 08:00:00,1117.6
245,13,1,2024-05-01 08:00:00,1455.1
246,13,1,2024-06-01 08:00:00,1831.2
247,13,1,2024-07-01 08:00:00,2268.0
248,13,1,2024-08-01 08:00:00,2643.9
249,13,1,2024-09-01 08:00:00,3093.3
250,13,1,2024-10-01 08:00:00,3572.4
251,13,1,2024-11-01 08:00:00,4057.9
252,13,1,2024-12-01 08:00:00,4509.7
253,13,1,2025-01-01 08:00:00,4981.4
254,13,1,2025-02-01 08:00:00,5363.3
255,13,1,2025-03-01 08:00:00,5767.9
256,13,1,2025-04-01 08:00:00,6203.2
257,13,1,2025-05-01 08:00:00,6684.4
258,13,1,2025-06-01 08:00:00,7101.7
259,13,1,2025-07-01 08:00:00,7478.0
260,13,1,2025-08-01 08:00:00,7946.7
261,13,1,2025-09-01 08:00:00,8398.1
262,13,1,2025-10-01 08:00:00,8716.7
263,13,1,2025-11-01 08:00:00,9138.1
264,13,1,2025-12-01 08:00:00,9545.3
265,14,1,2024-01-01 08:00:00,0.0
266,14,1,2024-02-01 08:00:00,484.1
267,14,1,2024-03-01 08:00:00,993.3
268,14,1,2024-04-01 08:00:00,1422.7
269,14,1,2024-05-01 08:00:00,1773.0
270,14,1,2024-06-01 08:00:00,2206.2
271,14,1,2024-07-01 08:00:00,2659.6
272,14,1,2024-08-01 08:00:00,3195.7
273,14,1,2024-09-01 08:00:00,3686.5
274,14,1,2024-10-01 08:00:00,4120.3
275,14,1,2024-11-01 08:00:00,4573.0
276,14,1,2024-12-01 08:00:00,5127.2
277,14,1,2025-01-01 08:00:00,5507.9
278,14,1,2025-02-01 08:00:00,5903.1
279,14,1,2025-03-01 08:00:00,6345.1
280,14,1,2025-04-01 08:00:00,6851.5
281,14,1,2025-05-01 08:00:00,7275.0
282,14,1,2025-06-01 08:00:00,7631.3
283,14,1,2025-07-01 08:00:00,8082.4
284,14,1,2025-08-01 08:00:00,8463.8
285,14,1,2025-09-01 08:00:00,8825.5
286,14,1,2025-10-01 08:00:00,9238.1
287,14,1,2025-11-01 08:00:00,9617.6
288,14,1,2025-12-01 08:00:00,10050.7
289,15,1,2024-01-01 08:00:00,0.0
290,15,1,2024-02-01 08:00:00,508.9
291,15,1,2024-03-01 08:00:00,984.4
292,15,1,2024-04-01 08:00:00,1370.0
293,15,1,2024-05-01 08:00:00,1919.6
294,15,1,2024-06-01 08:00:00,2327.0
295,15,1,2024-07-01 08:00:00,2923.1
296,15,1,2024-08-01 08:00:00,3466.6
297,15,1,2024-09-01 08:00:00,3923.0
298,15,1,2024-10-01 08:00:00,4517.5
299,15,1,2024-11-01 08:00:00,5001.8
300,15,1,2024-12-01 08:00:00,5436.9
301,15,1,2025-01-01 08:00:00,5917.3
302,15,1,2025-02-01 08:00:00,6453.9
303,15,1,2025-03-01 08:00:00,6963.6
304,15,1,2025-04-01 08:00:00,7512.7
305,15,1,2025-05-01 08:00:00,8106.1
306,15,1,2025-06-01 08:00:00,8728.1
307,15,1,2025-07-01 08:00:00,9148.0
308,15,1,2025-08-01 08:00:00,9759.2
309,15,1,2025-09-01 08:00:00,10170.7
310,15,1,2025-10-01 08:00:00,10772.8
311,15,1,2025-11-01 08:00:00,11222.2
312,15,1,2025-12-01 08:00:00,11658.6
313,17,1,2024-01-01 08:00:00,0.0
314,17,1,2024-02-01 08:00:00,445.4
315,17,1,2024-03-01 08:00:00,739.1
316,17,1,2024-04-01 08:00:00,1111.9
317,17,1,2024-05-01 08:00:00,1557.2
318,17,1,2024-06-01 08:00:00,1966.7
319,17,1,2024-07-01 08:00:00,2357.8
320,17,1,2024-08-01 08:00:00,2834.3
321,17,1,2024-09-01 08:00:00,3129.2
322,17,1,2024-10-01 08:00:00,3468.4
323,17,1,2024-11-01 08:00:00,3782.4
324,17,1,2024-12-01 08:00:00,4097.1
325,17,1,2025-01-01 08:00:00,4428.2
326,17,1,2025-02-01 08:00:00,4836.0
327,17,1,2025-03-01 08:00:00,5144.5
328,17,1,2025-04-01 08:00:00,5559.3
329,17,1,2025-05-01 08:00:00,5974.1
330,17,1,2025-06-01 08:00:00,6339.9
331,17,1,2025-07-01 08:00:00,6718.2
332,17,1,2025-08-01 08:00:00,7033.6
333,17,1,2025-09-01 08:00:00,7464.9
334,17,1,2025-10-01 08:00:00,7822.0
335,17,1,2025-11-01 08:00:00,8268.7
336,17,1,2025-12-01 08:00:00,8645.1
337,18,1,2024-01-01 08:00:00,0.0
338,18,1,2024-02-01 08:00:00,454.9
339,18,1,2024-03-01 08:00:00,894.7
340,18,1,2024-04-01 08:00:00,1411.9
341,18,1,2024-05-01 08:00:00,1882.9
342,18,1,2024-06-01 08:00:00,2439.9
343,18,1,2024-07-01 08:00:00,2807.7
344,18,1,2024-08-01 08:00:00,3387.4
345,18,1,2024-09-01 08:00:00,3973.1
346,18,1,2024-10-01 08:00:00,4384.1
347,18,1,2024-11-01 08:00:00,4775.0
348,18,1,2024-12-01 08:00:00,5260.9
349,18,1,2025-01-01 08:00:00,5643.2
350,18,1,2025-02-01 08:00:00,6064.5
351,18,1,2025-03-01 08:00:00,6504.3
352,18,1,2025-04-01 08:00:00,7016.3
353,18,1,2025-05-01 08:00:00,7416.0
354,18,1,2025-06-01 08:00:00,8003.3
355,18,1,2025-07-01 08:00:00,8400.0
356,18,1,2025-08-01 08:00:00,8803.4
357,18,1,2025-09-01 08:00:00,9208.8
358,18,1,2025-10-01 08:00:00,9776.4
359,18,1,2025-11-01 08:00:00,10351.0
360,18,1,2025-12-01 08:00:00,10713.8
361,19,1,2024-01-01 08:00:00,0.0
362,19,1,2024-02-01 08:00:00,393.6
363,19,1,2024-03-01 08:00:00,762.0
364,19,1,2024-04-01 08:00:00,1337.6
365,19,1,2024-05-01 08:00:00,1800.8
366,19,1,2024-06-01 08:00:00,2310.6
367,19,1,2024-07-01 08:00:00,2681.1
368,19,1,2024-08-01 08:00:00,3274.0
369,19,1,2024-09-01 08:00:00,3886.4
370,19,1,2024-10-01 08:00:00,4304.7
371,19,1,2024-11-01 08:00:00,4838.5
372,19,1,2024-12-01 08:00:00,5360.4
373,19,1,2025-01-01 08:00:00,5969.0
374,19,1,2025-02-01 08:00:00,6461.2
375,19,1,2025-03-01 08:00:00,6852.1
376,19,1,2025-04-01 08:00:00,7314.5
377,19,1,2025-05-01 08:00:00,7827.2
378,19,1,2025-06-01 08:00:00,8316.7
379,19,1,2025-07-01 08:00:00,8698.5
380,19,1,2025-08-01 08:00:00,9268.8
381,19,1,2025-09-01 08:00:00,9852.8
382,19,1,2025-10-01 08:00:00,10327.9
383,19,1,2025-11-01 08:00:00,10829.6
384,19,1,2025-12-01 08:00:00,11307.8
385,20,1,2024-01-01 08:00:00,0.0
386,20,1,2024-02-01 08:00:00,410.2
387,20,1,2024-03-01 08:00:00,796.6
388,20,1,2024-04-01 08:00:00,1323.1
389,20,1,2024-05-01 08:00:00,1643.2
390,20,1,2024-06-01 08:00:00,2028.3
391,20,1,2024-07-01 08:00:00,2437.6
392,20,1,2024-08-01 08:00:00,2933.1
393,20,1,2024-09-01 08:00:00,3348.9
394,20,1,2024-10-01 08:00:00,3717.4
395,20,1,2024-11-01 08:00:00,4148.5
396,20,1,2024-12-01 08:00:00,4518.1
397,20,1,2025-01-01 08:00:00,4951.9
398,20,1,2025-02-01 08:00:00,5414.9
399,20,1,2025-03-01 08:00:00,5803.5
400,20,1,2025-04-01 08:00:00,6249.9
401,20,1,2025-05-01 08:00:00,6568.1
402,20,1,2025-06-01 08:00:00,7024.6
403,20,1,2025-07-01 08:00:00,7528.5
404,20,1,2025-08-01 08:00:00,7950.6
405,20,1,2025-09-01 08:00:00,8436.9
406,20,1,2025-10-01 08:00:00,8856.8
407,20,1,2025-11-01 08:00:00,9322.7
408,20,1,2025-12-01 08:00:00,9695.0
409,21,1,2024-01-01 08:00:00,0.0
410,21,1,2024-02-01 08:00:00,487.4
411,21,1,2024-03-01 08:00:00,913.1
412,21,1,2024-04-01 08:00:00,1509.1
413,21,1,2024-05-01 08:00:00,2107.2
414,21,1,2024-06-01 08:00:00,2734.0
415,21,1,2024-07-01 08:00:00,3209.3
416,21,1,2024-08-01 08:00:00,3836.6
417,21,1,2024-09-01 08:00:00,4325.7
418,21,1,2024-10-01 08:00:00,4961.3
419,21,1,2024-11-01 08:00:00,5481.7
420,21,1,2024-12-01 08:00:00,6025.6
421,21,1,2025-01-01 08:00:00,6572.2
422,21,1,2025-02-01 08:00:00,7118.9
423,21,1,2025-03-01 08:00:00,7703.3
424,21,1,2025-04-01 08:00:00,8429.1
425,21,1,2025-05-01 08:00:00,9002.0
426,21,1,2025-06-01 08:00:00,9558.2
427,21,1,2025-07-01 08:00:00,10066.9
428,21,1,2025-08-01 08:00:00,10686.5
429,21,1,2025-09-01 08:00:00,11256.9
430,21,1,2025-10-01 08:00:00,11897.4
431,21,1,2025-11-01 08:00:00,12512.0
432,21,1,2025-12-01 08:00:00,13053.2
433,22,1,2024-01-01 08:00:00,0.0
434,22,1,2024-02-01 08:00:00,632.6
435,22,1,2024-03-01 08:00:00,1150.9
436,22,1,2024-04-01 08:00:00,1623.5
437,22,1,2024-05-01 08:00:00,2072.9
438,22,1,2024-06-01 08:00:00,2694.2
439,22,1,2024-07-01 08:00:00,3158.7
440,22,1,2024-08-01 08:00:00,3838.2
441,22,1,2024-09-01 08:00:00,4364.1
442,22,1,2024-10-01 08:00:00,4882.0
443,22,1,2024-11-01 08:00:00,5506.3
444,22,1,2024-12-01 08:00:00,5990.5
445,22,1,2025-01-01 08:00:00,6430.8
446,22,1,2025-02-01 08:00:00,6994.8
447,22,1,2025-03-01 08:00:00,7525.0
448,22,1,2025-04-01 08:00:00,8088.9
449,22,1,2025-05-01 08:00:00,8638.0
450,22,1,2025-06-01 08:00:00,9263.9
451,22,1,2025-07-01 08:00:00,9918.7
452,22,1,2025-08-01 08:00:00,10460.0
453,22,1,2025-09-01 08:00:00,11120.9
454,22,1,2025-10-01 08:00:00,11562.2
455,22,1,2025-11-01 08:00:00,12135.8
456,22,1,2025-12-01 08:00:00,12662.5
457,24,1,2024-01-01 08:00:00,0.0
458,24,1,2024-02-01 08:00:00,330.1
459,24,1,2024-03-01 08:00:00,667.0
460,24,1,2024-04-01 08:00:00,1023.3
461,24,1,2024-05-01 08:00:00,1389.2
462,24,1,2024-06-01 08:00:00,1781.3
463,24,1,2024-07-01 08:00:00,2116.2
464,24,1,2024-08-01 08:00:00,2539.8
465,24,1,2024-09-01 08:00:00,2916.1
466,24,1,2024-10-01 08:00:00,3220.6
467,24,1,2024-11-01 08:00:00,3571.1
468,24,1,2024-12-01 08:00:00,3970.0
469,24,1,2025-01-01 08:00:00,4391.2
470,24,1,2025-02-01 08:00:00,4850.0
471,24,1,2025-03-01 08:00:00,5166.9
472,24,1,2025-04-01 08:00:00,5579.4
473,24,1,2025-05-01 08:00:00,5962.4
474,24,1,2025-06-01 08:00:00,6430.7
475,24,1,2025-07-01 08:00:00,6861.6
476,24,1,2025-08-01 08:00:00,7190.3
477,24,1,2025-09-01 08:00:00,7680.1
478,24,1,2025-10-01 08:00:00,8040.3
479,24,1,2025-11-01 08:00:00,8529.3
480,24,1,2025-12-01 08:00:00,8876.3
481,25,1,2024-01-01 08:00:00,0.0
482,25,1,2024-02-01 08:00:00,316.3
483,25,1,2024-03-01 08:00:00,731.3
484,25,1,2024-04-01 08:00:00,1055.6
485,25,1,2024-05-01 08:00:00,1380.7
486,25,1,2024-06-01 08:00:00,1741.2
487,25,1,2024-07-01 08:00:00,2216.9
488,25,1,2024-08-01 08:00:00,2710.8
489,25,1,2024-09-01 08:00:00,3110.3
490,25,1,2024-10-01 08:00:00,3505.1
491,25,1,2024-11-01 08:00:00,3850.4
492,25,1,2024-12-01 08:00:00,4223.4
493,25,1,2025-01-01 08:00:00,4719.6
494,25,1,2025-02-01 08:00:00,5177.9
495,25,1,2025-03-01 08:00:00,5575.4
496,25,1,2025-04-01 08:00:00,5933.6
497,25,1,2025-05-01 08:00:00,6371.9
498,25,1,2025-06-01 08:00:00,6864.6
499,25,1,2025-07-01 08:00:00,7345.4
500,25,1,2025-08-01 08:00:00,7766.4
501,25,1,2025-09-01 08:00:00,8101.6
502,25,1,2025-10-01 08:00:00,8577.9
503,25,1,2025-11-01 08:00:00,8987.5
504,25,1,2025-12-01 08:00:00,9288.8
505,26,1,2024-01-01 08:00:00,0.0
506,26,1,2024-02-01 08:00:00,301.6
507,26,1,2024-03-01 08:00:00,596.3
508,26,1,2024-04-01 08:00:00,911.7
509,26,1,2024-05-01 08:00:00,1172.2
510,26,1,2024-06-01 08:00:00,1492.3
511,26,1,2024-07-01 08:00:00,1700.4
512,26,1,2024-08-01 08:00:00,1908.6
513,26,1,2024-09-01 08:00:00,2108.7
514,26,1,2024-10-01 08:00:00,2393.1
515,26,1,2024-11-01 08:00:00,2705.0
516,26,1,2024-12-01 08:00:00,2997.4
517,26,1,2025-01-01 08:00:00,3312.2
518,26,1,2025-02-01 08:00:00,3577.5
519,26,1,2025-03-01 08:00:00,3841.7
520,26,1,2025-04-01 08:00:00,4080.4
521,26,1,2025-05-01 08:00:00,4363.9
522,26,1,2025-06-01 08:00:00,4655.2
523,26,1,2025-07-01 08:00:00,4898.3
524,26,1,2025-08-01 08:00:00,5100.0
525,26,1,2025-09-01 08:00:00,5329.8
526,26,1,2025-10-01 08:00:00,5627.8
527,26,1,2025-11-01 08:00:00,5898.1
528,26,1,2025-12-01 08:00:00,6137.5
529,27,1,2024-01-01 08:00:00,0.0
530,27,1,2024-02-01 08:00:00,528.9
531,27,1,2024-03-01 08:00:00,1139.8
532,27,1,2024-04-01 08:00:00,1676.3
533,27,1,2024-05-01 08:00:00,2220.2
534,27,1,2024-06-01 08:00:00,2859.8
535,27,1,2024-07-01 08:00:00,3399.3
536,27,1,2024-08-01 08:00:00,3926.6
537,27,1,2024-09-01 08:00:00,4367.6
538,27,1,2024-10-01 08:00:00,5024.1
539,27,1,2024-11-01 08:00:00,5608.8
540,27,1,2024-12-01 08:00:00,6262.7
541,27,1,2025-01-01 08:00:00,6873.0
542,27,1,2025-02-01 08:00:00,7366.0
543,27,1,2025-03-01 08:00:00,7852.6
544,27,1,2025-04-01 08:00:00,8406.5
545,27,1,2025-05-01 08:00:00,9030.2
546,27,1,2025-06-01 08:00:00,9620.8
547,27,1,2025-07-01 08:00:00,10216.4
548,27,1,2025-08-01 08:00:00,10864.6
549,27,1,2025-09-01 08:00:00,11378.3
550,27,1,2025-10-01 08:00:00,12040.6
551,27,1,2025-11-01 08:00:00,12604.6
552,27,1,2025-12-01 08:00:00,13206.9
553,29,1,2024-01-01 08:00:00,0.0
554,29,1,2024-02-01 08:00:00,344.9
555,29,1,2024-03-01 08:00:00,613.3
556,29,1,2024-04-01 08:00:00,979.4
557,29,1,2024-05-01 08:00:00,1302.9
558,29,1,2024-06-01 08:00:00,1637.3
559,29,1,2024-07-01 08:00:00,1919.4
560,29,1,2024-08-01 08:00:00,2289.5
561,29,1,2024-09-01 08:00:00,2665.9
562,29,1,2024-10-01 08:00:00,2930.2
563,29,1,2024-11-01 08:00:00,3241.8
564,29,1,2024-12-01 08:00:00,3600.6
565,29,1,2025-01-01 08:00:00,3850.1
566,29,1,2025-02-01 08:00:00,4129.1
567,29,1,2025-03-01 08:00:00,4470.5
568,29,1,2025-04-01 08:00:00,4777.7
569,29,1,2025-05-01 08:00:00,5143.0
570,29,1,2025-06-01 08:00:00,5434.4
571,29,1,2025-07-01 08:00:00,5737.9
572,29,1,2025-08-01 08:00:00,6040.5
573,29,1,2025-09-01 08:00:00,6343.6
574,29,1,2025-10-01 08:00:00,6703.9
575,29,1,2025-11-01 08:00:00,7042.7
576,29,1,2025-12-01 08:00:00,7407.2
577,30,1,2024-01-01 08:00:00,0.0
578,30,1,2024-02-01 08:00:00,385.7
579,30,1,2024-03-01 08:00:00,654.7
580,30,1,2024-04-01 08:00:00,990.2
581,30,1,2024-05-01 08:00:00,1287.8
582,30,1,2024-06-01 08:00:00,1593.1
583,30,1,2024-07-01 08:00:00,2003.0
584,30,1,2024-08-01 08:00:00,2431.7
