evento_id,activo_id,orden_id,tipo_mantenimiento,tipo_falla_id,fecha_hora_inicio,fecha_hora_fin,genero_paro_planta,descripcion
19,6,,correctivo,5.0,2025-04-05 15:50:19.792418,2025-04-06 22:13:31.536922,True,detectado ruido anormal
20,6,,correctivo,8.0,2025-07-12 16:16:27.326860,2025-07-14 09:29:54.924571,False,para por alarma
21,6,,correctivo,5.0,2025-09-06 17:59:27.048675,2025-09-08 17:37:49.390968,True,PARADA IMPREVISTA
22,6,,correctivo,5.0,2025-10-28 08:47:31.386211,2025-10-29 21:17:11.483101,False,intervención según diagnóstico previo
23,6,,correctivo,5.0,2025-11-02 12:12:51.910711,2025-11-04 08:07:34.384893,True,pérdida reportada por turno noche
24,7,,correctivo,13.0,2024-03-13 05:55:13.184592,2024-03-14 15:18:20.491354,True,PARADA IMPREVISTA
25,7,,correctivo,10.0,2024-06-18 06:48:16.194234,2024-06-19 16:29:34.463334,True,falla en arranque
26,7,,correctivo,1.0,2025-01-20 22:52:12.501277,2025-01-22 05:42:46.081766,True,pérdida reportada por turno noche
27,7,,correctivo,,2025-01-28 23:25:37.492956,2025-01-29 21:00:46.192766,True,pérdida reportada por turno noche
28,7,,correctivo,7.0,2025-03-22 14:38:43.651199,2025-03-23 14:10:44.204404,True,s/observaciones
29,7,,correctivo,9.0,2025-04-18 13:04:08.981936,2025-04-19 14:37:17.144101,True,PARADA IMPREVISTA
30,7,,correctivo,7.0,2025-08-18 22:10:22.756757,2025-08-20 15:16:45.101862,False,intervención según diagnóstico previo
31,10,,correctivo,2.0,2025-08-10 04:01:29.238500,2025-08-10 08:21:18.352496,False,reparación de urgencia
32,11,,correctivo,3.0,2024-02-21 23:32:22.946974,2024-02-22 03:04:18.485392,False,para por alarma
33,11,,correctivo,13.0,2024-07-11 21:14:10.958741,2024-07-12 13:49:56.456714,True,para por alarma
34,11,,correctivo,11.0,2025-07-16 13:15:08.777828,2025-07-17 02:16:09.456835,False,PARADA IMPREVISTA
35,12,,correctivo,2.0,2024-03-07 19:42:34.339962,2024-03-08 18:02:34.234052,False,para por alarma
36,12,,correctivo,10.0,2024-08-07 21:25:57.880088,2024-08-08 07:45:53.017547,True,falla en arranque
37,12,,correctivo,,2024-11-11 12:48:43.777147,2024-11-11 19:46:58.704409,True,s/observaciones
38,12,,correctivo,9.0,2024-12-21 00:50:10.033464,2024-12-22 09:32:07.638328,True,pérdida reportada por turno noche
39,12,,correctivo,1.0,2025-02-13 20:39:33.204121,2025-02-15 12:52:36.142337,True,PARADA IMPREVISTA
40,12,,correctivo,12.0,2025-05-24 17:42:25.708848,2025-05-25 09:02:06.099205,False,PARADA IMPREVISTA
41,12,,correctivo,3.0,2025-08-19 11:09:08.320711,2025-08-20 07:20:24.368202,False,intervención según diagnóstico previo
42,13,,correctivo,6.0,2024-01-27 21:00:07.274798,2024-01-29 19:55:41.625097,True,para por alarma
43,13,,correctivo,6.0,2024-07-24 15:44:44.783154,2024-07-25 08:27:55.622485,True,PARADA IMPREVISTA
44,13,,correctivo,8.0,2024-12-31 17:03:10.031479,2024-12-31 22:13:19.949455,True,s/observaciones
45,13,,correctivo,6.0,2025-03-31 06:14:39.954222,2025-04-01 04:39:55.078453,True,para por alarma
46,13,,correctivo,3.0,2025-10-26 06:29:48.200193,2025-10-27 09:27:40.085963,False,PARADA IMPREVISTA
47,14,,correctivo,6.0,2024-07-26 21:21:58.806302,2024-07-27 09:42:19.316773,True,PARADA IMPREVISTA
48,14,,correctivo,11.0,2025-12-09 14:03:30.642493,2025-12-09 20:21:33.174052,True,para por alarma
49,15,,correctivo,1.0,2024-04-12 08:39:29.550515,2024-04-12 11:52:26.966947,False,PARADA IMPREVISTA
50,15,,correctivo,13.0,2025-02-12 21:19:14.775145,2025-02-13 19:46:24.371522,True,para por alarma
51,17,,correctivo,1.0,2024-01-22 13:50:40.786814,2024-01-24 05:19:01.435740,True,falla en arranque
52,17,,correctivo,5.0,2024-06-29 23:18:04.440546,2024-06-30 20:03:12.446563,True,falla en arranque
53,17,,correctivo,13.0,2024-12-10 07:42:21.798122,2024-12-10 20:12:25.996397,True,detectado ruido anormal
54,17,,correctivo,9.0,2025-04-24 09:48:29.034204,2025-04-25 08:47:41.644388,False,PARADA IMPREVISTA
55,17,,correctivo,5.0,2025-07-30 09:23:44.907031,2025-07-31 03:53:00.080631,True,reparación de urgencia
56,18,,correctivo,3.0,2025-05-19 17:21:17.032505,2025-05-20 03:54:53.492058,False,detectado ruido anormal
57,18,,correctivo,10.0,2025-10-24 06:10:41.292107,2025-10-25 02:22:03.050755,False,intervención según diagnóstico previo
58,19,,correctivo,6.0,2025-03-04 00:38:12.402575,2025-03-04 09:48:53.417039,False,"falla detectada por operador, se interviene"
59,20,,correctivo,13.0,2024-07-06 13:33:42.731478,2024-07-06 17:32:08.266291,False,para por alarma
60,21,,correctivo,8.0,2024-04-04 21:04:31.937490,2024-04-05 07:18:49.481257,False,falla en arranque
61,24,,correctivo,8.0,2024-04-18 09:02:29.818280,2024-04-19 16:15:54.239142,True,intervención según diagnóstico previo
62,24,,correctivo,4.0,2024-05-25 03:21:03.483721,2024-05-25 15:38:37.813318,False,para por alarma
63,24,,correctivo,5.0,2024-09-02 09:43:11.486913,2024-09-04 01:18:52.271950,False,intervención según diagnóstico previo
64,24,,correctivo,,2024-10-19 15:13:17.855095,2024-10-20 14:05:55.592718,True,s/observaciones
65,24,,correctivo,8.0,2024-10-23 23:50:42.114922,2024-10-25 22:01:41.387036,True,falla en arranque
66,24,,correctivo,7.0,2024-11-25 01:04:57.914029,2024-11-26 22:15:40.371788,True,intervención según diagnóstico previo
67,24,,correctivo,4.0,2025-04-03 20:01:58.742198,2025-04-04 06:53:10.757280,True,pérdida reportada por turno noche
68,24,,correctivo,5.0,2025-09-04 10:40:49.387139,2025-09-04 17:27:27.146978,True,PARADA IMPREVISTA
69,24,,correctivo,8.0,2025-10-06 06:51:54.486879,2025-10-08 05:17:51.200950,False,falla en arranque
70,25,,correctivo,5.0,2024-08-27 23:19:23.849931,2024-08-29 10:20:10.240301,True,s/observaciones
71,25,,correctivo,,2025-04-09 08:40:42.156155,2025-04-10 05:54:16.839878,False,pérdida reportada por turno noche
72,25,,correctivo,8.0,2025-07-09 22:20:11.139810,2025-07-11 05:16:26.947571,True,falla en arranque
73,27,,correctivo,1.0,2024-01-14 20:44:21.422042,2024-01-16 18:29:18.170192,True,PARADA IMPREVISTA
74,27,,correctivo,10.0,2024-02-20 22:41:47.931518,2024-02-21 19:20:32.207382,True,PARADA IMPREVISTA
75,27,,correctivo,9.0,2024-03-31 07:41:51.427878,2024-04-01 16:26:17.022466,True,pérdida reportada por turno noche
76,27,,correctivo,1.0,2024-06-15 04:03:10.630795,2024-06-17 01:15:59.109986,True,pérdida reportada por turno noche
77,27,,correctivo,5.0,2024-09-27 12:28:09.085277,2024-09-28 14:49:46.842978,True,falla en arranque
78,27,,correctivo,12.0,2024-11-08 10:07:20.587819,2024-11-08 17:03:45.787364,False,falla en arranque
79,27,,correctivo,5.0,2025-02-16 01:13:12.011112,2025-02-18 00:24:03.727950,True,pérdida reportada por turno noche
80,27,,correctivo,10.0,2025-04-28 19:43:59.250383,2025-04-30 04:15:11.553162,False,"falla detectada por operador, se interviene"
81,27,,correctivo,1.0,2025-10-21 20:32:58.185928,2025-10-23 04:18:58.952079,False,intervención según diagnóstico previo
82,29,,correctivo,3.0,2024-09-22 17:53:05.612016,2024-09-23 03:39:20.590815,False,intervención según diagnóstico previo
83,29,,correctivo,13.0,2025-12-03 21:28:21.033425,2025-12-04 13:27:58.734616,True,reparación de urgencia
84,30,,correctivo,3.0,2024-08-15 03:32:17.602381,2024-08-15 19:34:08.867198,True,para por alarma
85,30,,correctivo,2.0,2025-04-22 16:55:14.436180,2025-04-22 23:59:51.606606,False,"falla detectada por operador, se interviene"
86,30,,correctivo,3.0,2025-07-19 10:45:27.990706,2025-07-21 02:51:44.232596,True,s/observaciones
87,30,,correctivo,3.0,2025-09-30 11:13:10.664207,2025-10-01 08:28:12.971758,True,para por alarma
88,31,,correctivo,2.0,2024-10-25 22:19:12.289211,2024-10-26 04:47:50.390581,False,reparación de urgencia
89,32,,correctivo,8.0,2024-01-27 13:15:06.857566,2024-01-29 06:03:46.363266,False,"falla detectada por operador, se interviene"
90,32,,correctivo,8.0,2024-04-09 23:52:32.812057,2024-04-11 18:17:02.075453,True,s/observaciones
91,32,,correctivo,8.0,2024-05-05 06:26:02.553056,2024-05-06 13:06:40.377730,True,detectado ruido anormal
92,32,,correctivo,8.0,2024-05-12 04:04:30.717734,2024-05-12 16:39:48.105657,True,reparación de urgencia
93,32,,correctivo,13.0,2025-04-29 20:01:08.045069,2025-05-01 05:59:50.633543,False,intervención según diagnóstico previo
94,32,,correctivo,9.0,2025-10-17 21:55:07.839872,2025-10-18 08:04:52.615975,True,reparación de urgencia
95,32,,correctivo,13.0,2025-12-27 06:37:44.316203,2025-12-29 05:04:04.107767,True,pérdida reportada por turno noche
96,33,,correctivo,,2025-06-07 00:06:12.019018,2025-06-07 07:23:10.246555,False,reparación de urgencia
97,35,,correctivo,1.0,2025-06-07 08:55:01.333206,2025-06-07 11:59:39.255457,False,pérdida reportada por turno noche
98,36,,correctivo,2.0,2024-12-30 18:06:35.119142,2024-12-30 20:11:07.523841,False,s/observaciones
99,37,,correctivo,13.0,2024-07-12 06:34:45.211615,2024-07-12 21:47:14.182274,True,intervención según diagnóstico previo
100,37,,correctivo,8.0,2025-11-30 20:19:12.378764,2025-12-01 17:53:04.914705,False,reparación de urgencia
101,39,,correctivo,9.0,2024-01-15 07:20:21.139763,2024-01-15 22:57:19.317152,False,para por alarma
102,39,,correctivo,10.0,2024-09-16 17:28:51.597040,2024-09-17 05:11:16.438720,False,intervención según diagnóstico previo
103,39,,correctivo,1.0,2024-12-29 19:41:31.713549,2024-12-30 14:10:40.460196,True,reparación de urgencia
104,39,,correctivo,5.0,2025-04-26 12:07:35.926086,2025-04-27 02:56:41.358552,False,falla en arranque
105,40,,correctivo,1.0,2024-04-07 22:01:43.103708,2024-04-08 21:40:50.576692,False,"falla detectada por operador, se interviene"
106,40,,correctivo,10.0,2025-02-14 02:15:04.995994,2025-02-14 13:19:25.089206,False,intervención según diagnóstico previo
107,41,,correctivo,1.0,2024-01-08 19:54:37.043345,2024-01-09 00:59:10.056541,True,detectado ruido anormal
108,41,,correctivo,,2024-11-14 01:19:30.140260,2024-11-14 20:38:57.040200,True,falla en arranque
109,41,,correctivo,9.0,2025-03-15 22:41:00.812055,2025-03-16 04:55:20.320407,False,reparación de urgencia
110,41,,correctivo,5.0,2025-05-19 21:15:24.926762,2025-05-20 10:45:27.413566,True,pérdida reportada por turno noche
111,42,,correctivo,10.0,2024-02-02 04:50:12.621874,2024-02-03 23:54:41.119164,True,para por alarma
112,42,,correctivo,10.0,2024-07-03 23:20:10.715821,2024-07-05 19:03:48.917542,True,para por alarma
113,42,,correctivo,,2024-11-30 05:04:57.114923,2024-11-30 13:02:33.335265,False,"falla detectada por operador, se interviene"
114,42,,correctivo,12.0,2025-02-09 03:10:51.635794,2025-02-10 19:34:48.763736,False,"falla detectada por operador, se interviene"
115,42,,correctivo,5.0,2025-04-26 21:10:19.926076,2025-04-28 05:15:53.182474,True,pérdida reportada por turno noche
116,42,,correctivo,10.0,2025-09-11 11:13:25.171892,2025-09-11 22:41:27.886140,True,PARADA IMPREVISTA
117,44,,correctivo,2.0,2024-05-13 07:23:02.296295,2024-05-13 20:54:55.278782,True,intervención según diagnóstico previo
118,44,,correctivo,2.0,2025-05-13 06:57:21.667437,2025-05-14 11:20:40.504216,False,detectado ruido anormal
119,44,,correctivo,2.0,2025-09-19 03:14:30.894048,2025-09-20 13:45:27.704431,True,pérdida reportada por turno noche
120,45,,correctivo,2.0,2024-05-22 13:05:56.971888,2024-05-24 02:33:27.766821,False,falla en arranque
121,45,,correctivo,2.0,2025-03-05 22:16:16.660546,2025-03-06 23:54:39.773442,False,para por alarma
122,45,,correctivo,10.0,2025-07-21 12:22:35.394688,2025-07-22 13:33:59.502418,True,"falla detectada por operador, se interviene"
123,46,,correctivo,8.0,2024-11-28 18:27:42.559024,2024-11-29 12:35:53.101294,True,"falla detectada por operador, se interviene"
124,46,,correctivo,3.0,2025-06-05 04:01:00.335969,2025-06-05 19:48:10.162011,False,intervención según diagnóstico previo
125,46,,correctivo,6.0,2025-07-13 18:13:53.159719,2025-07-14 01:18:22.946445,False,falla en arranque
126,47,,correctivo,2.0,2025-01-02 23:50:40.346000,2025-01-03 23:37:50.370498,False,s/observaciones
127,47,,correctivo,2.0,2025-10-06 22:23:25.450810,2025-10-07 04:52:31.212494,False,intervención según diagnóstico previo
128,48,,correctivo,2.0,2024-12-11 07:42:01.446399,2024-12-11 21:44:26.247422,False,PARADA IMPREVISTA
129,49,,correctivo,3.0,2025-01-14 04:31:44.734946,2025-01-14 14:53:05.361751,False,intervención según diagnóstico previo
130,51,,correctivo,2.0,2024-11-03 13:57:41.238544,2024-11-03 16:26:21.736236,False,falla en arranque
131,51,,correctivo,13.0,2025-05-11 10:40:21.045620,2025-05-11 22:24:54.886102,False,para por alarma
132,51,,correctivo,6.0,2025-11-05 04:17:11.400780,2025-11-06 02:10:20.612533,True,"falla detectada por operador, se interviene"
133,52,,correctivo,8.0,2024-06-12 08:37:55.167773,2024-06-12 22:30:22.645173,False,PARADA IMPREVISTA
134,52,,correctivo,10.0,2025-04-16 10:32:25.023541,2025-04-17 18:52:36.112731,False,"falla detectada por operador, se interviene"
135,52,,correctivo,6.0,2025-11-22 17:04:51.382927,2025-11-23 01:36:14.537996,True,para por alarma
136,53,,correctivo,8.0,2024-11-10 04:49:56.494766,2024-11-11 03:16:58.669679,False,"falla detectada por operador, se interviene"
137,54,,correctivo,2.0,2025-11-19 13:12:27.950892,2025-11-19 16:55:37.917171,False,falla en arranque
138,55,,correctivo,3.0,2024-05-17 23:16:01.221634,2024-05-19 11:31:28.138404,True,PARADA IMPREVISTA
139,55,,correctivo,6.0,2025-02-05 11:08:02.885520,2025-02-07 08:36:25.720130,False,detectado ruido anormal
140,55,,correctivo,2.0,2025-06-18 20:26:28.796590,2025-06-19 11:04:34.012910,True,PARADA IMPREVISTA
141,55,,correctivo,13.0,2025-12-24 16:37:48.857427,2025-12-26 16:04:19.176428,False,s/observaciones
142,56,,correctivo,2.0,2024-02-12 12:28:54.213219,2024-02-13 09:01:18.585148,False,PARADA IMPREVISTA
143,57,,correctivo,,2024-01-11 09:56:40.165900,2024-01-12 12:54:25.393155,False,reparación de urgencia
144,57,,correctivo,8.0,2024-07-28 15:37:55.343891,2024-07-29 00:24:48.192066,True,PARADA IMPREVISTA
145,57,,correctivo,2.0,2024-08-19 09:27:27.818568,2024-08-21 01:06:39.743323,True,para por alarma
146,57,,correctivo,2.0,2025-01-03 12:21:47.523760,2025-01-04 07:32:08.795249,False,"falla detectada por operador, se interviene"
147,57,,correctivo,10.0,2025-07-22 22:37:03.727270,2025-07-23 03:35:51.108458,True,pérdida reportada por turno noche
148,59,,correctivo,6.0,2024-06-05 00:23:22.311428,2024-06-06 00:17:59.567781,True,s/observaciones
149,59,,correctivo,,2024-12-06 23:28:23.152436,2024-12-08 00:22:03.643334,False,intervención según diagnóstico previo
150,59,,correctivo,3.0,2025-06-24 12:05:51.121527,2025-06-24 20:05:18.281276,True,reparación de urgencia
151,60,,correctivo,7.0,2024-06-13 09:21:26.450111,2024-06-13 23:01:59.734763,False,para por alarma
152,60,,correctivo,9.0,2025-04-03 09:24:14.778136,2025-04-03 15:48:29.305838,False,"falla detectada por operador, se interviene"
153,60,,correctivo,1.0,2025-08-14 06:19:24.276996,2025-08-14 16:08:17.529458,False,detectado ruido anormal
154,61,,correctivo,9.0,2024-02-06 22:29:08.789695,2024-02-08 05:10:23.474400,False,PARADA IMPREVISTA
155,61,,correctivo,4.0,2024-07-20 08:11:48.905854,2024-07-20 19:21:45.383571,True,falla en arranque
156,61,,correctivo,,2024-08-28 00:20:20.376972,2024-08-29 21:09:23.051921,True,detectado ruido anormal
157,61,,correctivo,8.0,2024-12-03 05:45:57.509131,2024-12-03 21:49:04.246238,True,intervención según diagnóstico previo
158,61,,correctivo,4.0,2025-06-30 09:14:38.492508,2025-07-01 04:09:37.318619,True,PARADA IMPREVISTA
159,61,,correctivo,5.0,2025-09-07 04:51:02.675534,2025-09-08 18:08:35.944837,True,s/observaciones
160,63,,correctivo,7.0,2025-05-03 10:25:27.775047,2025-05-03 19:51:36.047544,False,falla en arranque
161,64,,correctivo,8.0,2024-02-11 14:27:28.245867,2024-02-12 00:52:59.917387,False,s/observaciones
162,64,,correctivo,4.0,2025-05-17 10:45:25.869966,2025-05-17 14:40:28.322828,False,"falla detectada por operador, se interviene"
163,65,,correctivo,4.0,2024-07-02 03:38:35.669738,2024-07-02 13:23:08.521225,False,intervención según diagnóstico previo
164,65,,correctivo,5.0,2024-10-10 23:16:28.264411,2024-10-11 18:32:18.248462,True,reparación de urgencia
165,65,,correctivo,7.0,2025-03-01 12:38:06.151831,2025-03-01 18:22:28.450710,False,para por alarma
166,65,,correctivo,,2025-06-10 02:45:52.075006,2025-06-10 17:10:09.977361,False,intervención según diagnóstico previo
167,66,,correctivo,4.0,2024-01-15 04:27:48.189877,2024-01-15 22:41:13.505960,True,falla en arranque
168,66,,correctivo,4.0,2024-06-08 02:29:58.689065,2024-06-10 02:29:21.518432,True,para por alarma
169,66,,correctivo,8.0,2024-08-05 22:08:11.699970,2024-08-06 05:59:52.786201,False,PARADA IMPREVISTA
170,66,,correctivo,4.0,2025-10-08 08:31:26.246236,2025-10-09 08:25:54.363434,False,reparación de urgencia
171,68,,correctivo,5.0,2024-06-11 22:47:47.159225,2024-06-12 17:15:49.505003,False,intervención según diagnóstico previo
172,68,,correctivo,8.0,2024-11-09 12:53:31.716815,2024-11-09 21:25:23.700867,False,PARADA IMPREVISTA
173,68,,correctivo,4.0,2025-12-08 09:15:43.599582,2025-12-08 15:35:42.795358,False,reparación de urgencia
174,70,,correctivo,1.0,2024-05-12 11:00:03.711556,2024-05-12 15:02:32.319523,False,PARADA IMPREVISTA
175,70,,correctivo,10.0,2025-04-29 12:11:03.292581,2025-04-30 06:05:59.056956,False,falla en arranque
176,72,,correctivo,6.0,2024-07-09 04:54:16.664706,2024-07-09 13:01:20.203248,True,pérdida reportada por turno noche
177,72,,correctivo,2.0,2024-09-09 07:00:55.717352,2024-09-11 05:47:11.633410,True,detectado ruido anormal
178,75,,correctivo,6.0,2024-02-03 10:20:51.442697,2024-02-04 01:30:26.338796,True,reparación de urgencia
179,75,,correctivo,3.0,2025-01-06 09:13:56.652038,2025-01-06 15:12:28.582743,True,"falla detectada por operador, se interviene"
180,75,,correctivo,,2025-07-28 11:54:39.347380,2025-07-29 10:08:03.597492,False,pérdida reportada por turno noche
181,76,,correctivo,1.0,2024-10-03 16:33:15.423706,2024-10-04 13:39:19.749776,True,reparación de urgencia
182,76,,correctivo,1.0,2024-12-01 01:39:33.537237,2024-12-01 19:40:21.703883,True,para por alarma
183,76,,correctivo,,2025-02-23 20:42:04.129955,2025-02-24 17:04:58.121645,True,falla en arranque
184,76,,correctivo,5.0,2025-10-10 05:37:58.381454,2025-10-10 19:41:41.628228,False,s/observaciones
185,76,,correctivo,13.0,2025-11-15 12:00:57.096633,2025-11-16 11:46:33.178241,True,reparación de urgencia
186,77,,correctivo,2.0,2024-01-28 11:05:36.493164,2024-01-28 20:17:06.842633,False,falla en arranque
187,77,,correctivo,1.0,2025-06-04 03:35:54.943694,2025-06-05 00:47:05.604413,False,intervención según diagnóstico previo
188,77,,correctivo,,2025-09-29 05:42:03.082065,2025-09-29 11:00:50.649137,False,s/observaciones
189,79,,correctivo,7.0,2024-10-14 00:15:44.759904,2024-10-14 15:21:23.756592,True,falla en arranque
190,79,,correctivo,10.0,2025-06-01 13:19:34.085559,2025-06-02 04:26:52.537428,False,para por alarma
191,80,,correctivo,5.0,2024-05-14 23:23:24.611705,2024-05-15 10:33:44.084613,True,PARADA IMPREVISTA
192,80,,correctivo,7.0,2025-08-08 12:39:47.781556,2025-08-08 16:08:43.826523,True,reparación de urgencia
193,83,,correctivo,4.0,2024-06-15 17:14:25.488658,2024-06-16 08:08:10.651243,False,"falla detectada por operador, se interviene"
194,84,,correctivo,8.0,2024-09-14 11:33:10.834323,2024-09-14 18:50:24.997789,False,detectado ruido anormal
195,85,,correctivo,5.0,2024-09-27 02:25:43.106887,2024-09-27 18:26:51.102938,False,reparación de urgencia
196,85,,correctivo,9.0,2025-05-14 14:12:52.555718,2025-05-15 03:58:15.852960,True,"falla detectada por operador, se interviene"
197,85,,correctivo,5.0,2025-11-19 14:11:33.729483,2025-11-20 09:05:26.614088,False,PARADA IMPREVISTA
198,87,,correctivo,4.0,2024-03-12 02:32:16.811877,2024-03-12 11:58:50.609426,False,falla en arranque
199,87,,correctivo,10.0,2024-08-04 19:15:53.709937,2024-08-04 23:42:10.714897,False,para por alarma
200,87,,correctivo,9.0,2025-06-24 22:09:33.352438,2025-06-25 19:35:59.721939,True,"falla detectada por operador, se interviene"
201,87,,correctivo,8.0,2025-12-17 19:40:00.545279,2025-12-18 08:38:09.668320,False,falla en arranque
202,88,,correctivo,1.0,2025-04-08 11:06:08.645245,2025-04-08 16:43:11.353782,False,s/observaciones
203,89,,correctivo,3.0,2025-02-20 03:55:01.057560,2025-02-20 11:06:48.380731,False,PARADA IMPREVISTA
204,90,,correctivo,10.0,2024-04-20 16:34:18.815625,2024-04-20 21:17:49.596199,False,para por alarma
205,90,,correctivo,2.0,2025-06-24 09:03:17.150895,2025-06-24 13:36:00.869579,True,falla en arranque
206,91,,correctivo,1.0,2024-01-20 15:26:59.176213,2024-01-21 14:20:59.316442,True,PARADA IMPREVISTA
207,91,,correctivo,8.0,2024-04-20 06:17:50.364044,2024-04-20 18:29:56.966501,False,para por alarma
208,91,,correctivo,,2025-01-15 12:23:52.037218,2025-01-16 03:41:04.454684,True,pérdida reportada por turno noche
209,91,,correctivo,8.0,2025-06-30 15:43:11.647851,2025-07-01 15:37:19.627578,False,falla en arranque
210,92,,correctivo,6.0,2024-06-24 08:01:28.637188,2024-06-24 19:19:41.914368,False,s/observaciones
211,92,,correctivo,3.0,2024-10-07 21:26:06.458444,2024-10-09 06:08:53.111124,False,falla en arranque
212,92,,correctivo,10.0,2024-11-23 09:45:52.344523,2024-11-25 07:14:05.076210,False,"falla detectada por operador, se interviene"
213,92,,correctivo,8.0,2025-05-06 10:57:42.819698,2025-05-08 00:06:50.969145,False,s/observaciones
214,92,,correctivo,10.0,2025-07-06 15:59:06.918657,2025-07-07 11:26:20.630367,True,reparación de urgencia
215,92,,correctivo,10.0,2025-11-25 18:32:58.135525,2025-11-26 10:28:46.376705,False,detectado ruido anormal
216,92,,correctivo,7.0,2025-12-25 21:39:05.731351,2025-12-27 16:15:38.085177,False,s/observaciones
217,93,,correctivo,10.0,2024-03-07 12:30:12.294670,2024-03-08 11:21:41.412921,False,PARADA IMPREVISTA
218,93,,correctivo,1.0,2024-07-11 17:11:56.206181,2024-07-13 06:38:17.832002,True,para por alarma
219,93,,correctivo,9.0,2024-09-14 21:09:31.727915,2024-09-16 09:15:10.344716,False,"falla detectada por operador, se interviene"
220,93,,correctivo,12.0,2024-10-09 10:05:02.070631,2024-10-11 01:53:46.314931,False,intervención según diagnóstico previo
221,93,,correctivo,3.0,2025-02-14 09:27:58.400315,2025-02-15 14:20:48.201453,False,pérdida reportada por turno noche
222,93,,correctivo,10.0,2025-09-20 09:27:28.865325,2025-09-21 00:16:52.258606,False,PARADA IMPREVISTA
223,95,,correctivo,11.0,2024-05-15 12:01:24.949433,2024-05-16 12:47:52.630475,True,detectado ruido anormal
224,95,,correctivo,6.0,2024-11-23 20:29:15.417802,2024-11-24 07:14:28.583133,False,s/observaciones
225,95,,correctivo,3.0,2025-09-14 05:43:51.052457,2025-09-15 15:16:21.370686,False,PARADA IMPREVISTA
226,96,,correctivo,6.0,2024-10-13 20:53:51.363455,2024-10-15 07:12:09.713956,False,PARADA IMPREVISTA
227,96,,correctivo,2.0,2025-01-10 17:01:45.846101,2025-01-11 17:38:21.248728,True,detectado ruido anormal
228,97,,correctivo,8.0,2024-05-07 12:04:34.624709,2024-05-07 23:58:33.174838,False,detectado ruido anormal
229,97,,correctivo,5.0,2025-04-19 19:22:43.453322,2025-04-20 00:17:12.602288,False,s/observaciones
230,98,,correctivo,5.0,2024-02-22 04:21:23.596541,2024-02-22 18:00:29.915625,True,s/observaciones
231,98,,correctivo,12.0,2024-07-02 20:15:56.904264,2024-07-03 02:06:55.148993,False,para por alarma
232,98,,correctivo,8.0,2025-12-27 04:28:47.605759,2025-12-27 17:24:52.052779,False,para por alarma
233,99,,correctivo,3.0,2024-04-08 15:40:00.816196,2024-04-10 12:06:27.787063,True,detectado ruido anormal
234,99,,correctivo,9.0,2024-11-01 10:41:10.936262,2024-11-02 20:24:05.500417,True,intervención según diagnóstico previo
235,99,,correctivo,13.0,2025-03-07 19:11:17.889134,2025-03-09 14:14:05.676199,True,detectado ruido anormal
236,99,,correctivo,3.0,2025-09-06 12:20:13.764138,2025-09-07 03:45:56.936869,True,detectado ruido anormal
237,100,,correctivo,2.0,2025-04-11 12:56:24.140460,2025-04-12 11:30:32.799556,True,falla en arranque
238,102,,correctivo,,2024-12-27 18:29:22.161107,2024-12-28 18:27:01.856812,False,pérdida reportada por turno noche
